id,title,description,due_date,status,priority,related_type,related_id,created_at
684db12e-c78c-424a-810c-1cd5a3f408f1,Follow up after site visit,,2026-08-28 07:58:42,in_progress,medium,deal,53f4865f-7d5a-4b39-b0e6-3c2ff6e9c4bb,2026-08-10 15:19:42
f078b87d-472e-40fc-a6f2-3dac6f85f107,Follow up after site visit,,2026-08-31 07:58:42,in_progress,medium,deal,382fd460-5e22-41f4-a6f7-2c85967e893c,2026-07-12 18:30:08
1276ff73-4684-4978-8ed6-c7396b79d895,Follow up on offer,,2026-08-15 07:58:42,pending,medium,deal,bbdae0b9-9133-4b9d-b5bd-979ba7ce9e52,2026-06-26 10:21:04
68e88569-e8eb-4d03-ba13-8100b459f036,Call back to qualify inquiry,,2026-08-21 07:58:42,in_progress,medium,deal,f2faff41-394c-4373-9a9b-fcab2b7d7773,2026-08-15 19:41:12
0f3c35eb-2d18-4607-9fde-e66320cf696f,Call back to qualify inquiry,,2026-08-27 07:58:42,pending,medium,deal,bdf1e0dd-c001-4b70-a7b7-35df6e2d8a7d,2026-08-18 21:57:40
90697a87-4273-4ee7-a583-96e50129ce4f,Site visit,,2026-08-21 07:58:42,pending,urgent,deal,6050b920-1360-4486-bde0-6e01510147e1,2026-07-10 12:36:01
495c8fd6-cb67-4724-bbf0-35efd79198d4,Call back to qualify inquiry,,2026-08-21 07:58:42,pending,high,deal,57ce7ef1-f276-40f7-8eb2-7a214951d856,2026-08-06 12:54:37
622a6c4b-3247-42a6-86b1-863531593c1e,Follow up after site visit,,2026-08-28 07:58:42,in_progress,low,deal,4c0b5011-b1da-4807-aeb3-a86b25dbe621,2026-07-29 13:36:49
d5293b80-b336-40da-b410-42a6c4bb601b,Call back to qualify inquiry,,2026-08-16 07:58:42,pending,urgent,deal,1488e463-9677-4e2c-b918-08dbc2118a39,2026-08-15 19:15:42
062b7632-bf84-4a84-a3be-78971085fe9b,Send shortlisted property options,,2026-08-18 07:58:42,pending,high,deal,88ea9cb0-d131-49e6-8e4e-8712be5545ee,2026-07-20 11:26:46
741c0a47-d3be-482b-babc-d6fa1b966e76,Prepare token receipt & witness docs,,2026-08-21 07:58:42,in_progress,high,deal,d1ae49bf-e4c6-4f6e-b500-7b7431ef02aa,2026-06-09 11:56:22
acfde958-39a4-4698-8acd-678632cf1f14,Follow up after site visit,,2026-08-24 07:58:42,in_progress,medium,deal,73ce66d7-442b-4e39-919e-07b9b2b2c7f3,2026-06-30 09:42:21
8e3d5d80-27be-474c-a029-2b11c4ab74c1,Accompany client to transfer office,,2026-08-17 07:58:42,pending,high,deal,2da4cf5b-1b6f-4579-931c-957212ba36fd,2026-07-19 15:46:24
874116f5-1612-47d6-857e-a48c8ad12a0c,Send shortlisted property options,,2026-08-17 07:58:42,pending,low,deal,c41cd71f-fd66-4872-9683-5dd8f3d701a5,2026-08-02 11:15:28
96609151-c684-4353-8b24-b5234e46ef6c,Send shortlisted property options,,2026-08-31 07:58:42,pending,medium,deal,dbf190d9-485e-4837-aaec-bf3bfd05eab2,2026-08-03 14:53:59
d9b50e6c-cb2a-47c7-9a65-29732b551824,Call back to qualify inquiry,,2026-08-28 07:58:42,pending,medium,deal,0ecd34c5-91bb-462a-94c5-88b937d43722,2026-08-11 15:16:28
0f6acf3a-d4ea-499f-8d01-088cea420252,Call back to qualify inquiry,,2026-08-15 07:58:42,pending,medium,deal,6f06ae61-cd49-47de-8438-ca4d0d4f0fd8,2026-08-04 11:34:11
7b1fd1ea-4bd5-47e3-9e40-f119ddf54046,Site visit,,2026-09-01 07:58:42,pending,high,deal,20436bc2-a164-4d8f-8631-94812b8e814d,2026-07-07 19:01:29
6c7f53c9-7f81-452c-a642-c9da153fb7bd,Send shortlisted property options,,2026-08-16 07:58:42,pending,medium,deal,6bde6dc9-2307-4a87-9234-815b7e9f7a45,2026-07-23 10:15:08
db2670ec-c161-44ee-8f80-77a7dd81dea3,Follow up on offer,,2026-08-23 07:58:42,in_progress,high,deal,e722aa4d-0a93-4ec8-bddf-4efe2fa47526,2026-08-08 08:15:57
bc0f48ee-8f45-4a52-aef0-67072d48e1a5,Call back to qualify inquiry,,2026-08-20 07:58:42,in_progress,medium,deal,b47a10c2-0f96-42d9-a639-a6de2e539f4c,2026-08-08 11:42:50
c2ad131e-a2e1-401c-9c87-c9472bdc947e,Follow up on offer,,2026-08-21 07:58:42,pending,medium,deal,b1250a38-0d2e-4a69-a048-6890418e6ffc,2026-07-17 16:42:27
489a17a8-d079-45c8-a2e9-634b4d24a827,Verify Fard / NOC with society office,,2026-08-17 07:58:42,pending,medium,deal,396f5617-3025-4ecd-9094-731adc6b9620,2026-05-30 21:26:02
e29662d2-6280-4ef4-9831-d28326d987c0,Draft sale agreement,,2026-08-20 07:58:42,pending,medium,deal,bfee5448-7b25-457b-87b1-246e8586e9bf,2026-06-29 21:27:21
2cfeed1e-1c5b-4442-b7dd-05d212f402cb,Follow up on offer,,2026-08-18 07:58:42,pending,medium,deal,5d5eaa77-8031-4839-8f34-9a4a7972c603,2026-07-16 12:40:54
607761e3-e410-4c85-a483-afa22b5dc3ae,Follow up after site visit,,2026-08-24 07:58:42,in_progress,high,deal,0b15082e-c7a6-4cc2-b00f-802513768844,2026-08-13 18:43:42
34f6392f-7b8d-49ff-94f1-6c19f9c736c2,Send shortlisted property options,,2026-08-22 07:58:42,pending,low,deal,a32be31c-aa3a-4d06-88fb-3d63d9e965e8,2026-08-19 17:30:40
174bc15e-d4aa-4368-8dab-53381839cdce,Call back to qualify inquiry,,2026-08-28 07:58:42,in_progress,urgent,deal,104c2b1f-0d7c-46f8-9ad0-9061338e959c,2026-08-02 18:00:49
d234a3e6-adef-4b0b-9b53-d86f1e722ce3,Site visit,,2026-08-15 07:58:42,pending,high,deal,b75eb8b0-f560-49ed-9202-83ab62b3dc52,2026-07-26 10:05:39
e5b996d8-7bfd-4800-a2dc-e142a22cfe44,Call back to qualify inquiry,,2026-08-23 07:58:42,pending,medium,deal,643a066a-c243-4934-ab25-e0eb80aca196,2026-08-08 19:37:54
08d3c3c4-93c1-4810-a4f7-b0d7433b11b9,Prepare token receipt & witness docs,,2026-08-28 07:58:42,pending,medium,deal,c696974f-59a6-47d0-8786-24088f786265,2026-07-19 21:41:02
ab80f744-a7dd-4aba-80ec-e465aa63e5f1,Call back to qualify inquiry,,2026-08-18 07:58:42,pending,medium,deal,a6dc812c-30f7-4515-9cd4-4b72587f7930,2026-08-11 10:36:54
83cdb145-d660-43a3-b0d6-1dd62a64e51a,Prepare token receipt & witness docs,,2026-08-31 07:58:42,pending,high,deal,d3a331cc-659b-451c-b38d-1c04280f5199,2026-07-06 21:56:56
c5f8d719-5aef-4301-90f1-58bbf324e617,Call back new lead,,2026-08-29 07:58:42,pending,urgent,contact,8ea97a9e-4cfc-4d49-9cc5-1970f2a147d6,2025-09-26 11:51:55
aa15e1b1-7828-4e31-bfc8-1fdf5e11806d,Call back new lead,,2026-08-29 07:58:42,pending,medium,contact,71289020-200d-4cc3-915a-f73540c7e58a,2026-08-19 11:15:22
d269cf99-c61a-4611-85eb-b989aed11c5c,Call back new lead,,2026-08-28 07:58:42,pending,medium,contact,4e27d5f9-e864-41cf-9146-d46fe2b8d902,2026-02-15 15:14:21
4ca11818-0a17-4eb5-9ace-c68dc7f0f348,Call back new lead,,2026-08-29 07:58:42,pending,medium,contact,0b30981c-8e74-48c6-9cdd-53022dc191de,2026-08-18 09:42:16
04004863-a0ab-4f2f-a07e-7de837063762,Call back new lead,,2026-08-24 07:58:42,pending,medium,contact,71651a49-3400-4c2e-9d7a-b28cab3285ea,2026-04-20 09:13:58
819a7c78-257d-4545-aabc-46890607265d,Call back new lead,,2026-08-23 07:58:42,pending,low,contact,14753f59-1513-4101-97b2-dd5d862993ae,2026-07-09 20:14:45
c58cb004-d566-42b4-be98-285208fd75d5,Call back new lead,,2026-08-29 07:58:42,pending,medium,contact,fcef8471-4438-44b5-9aa8-a5b3e8e2a087,2026-02-28 09:12:24
f8f42f7c-578b-4b98-b460-d58895d5fba5,Call back new lead,,2026-08-23 07:58:42,pending,medium,contact,21c38ede-a0b4-4b23-b908-abfafb651b79,2026-04-12 18:22:25
18f1195c-4272-4340-aa50-5da67304d54d,Call back new lead,,2026-08-23 07:58:42,pending,high,contact,3ca581e9-8b93-44c6-bd31-cff51790059e,2026-05-10 14:27:09
9a41599f-feb0-4592-9629-ad1a4d0386a2,Call back new lead,,2026-08-28 07:58:42,pending,high,contact,1a5ad441-b99a-4b54-a317-96955e4de488,2026-05-16 21:02:34
4a9920ed-5bb3-4857-96aa-80c8cef47bf3,Call back new lead,,2026-08-20 07:58:42,pending,high,contact,ac84849b-309d-4bb0-8726-333ca4fe3e0b,2025-11-29 12:29:36
cf04eacc-103f-4ca5-9302-ce8cdc0d5d15,Call back new lead,,2026-08-21 07:58:42,pending,high,contact,d1cbe7c6-06b7-4c37-a932-c273b53f2a17,2025-12-23 12:23:46
47fb9661-fedc-41b2-8401-d13e2828b530,Call back new lead,,2026-08-20 07:58:42,pending,medium,contact,19773736-26b2-4c0f-b649-8f6c41b6e1e3,2026-07-24 20:46:13
8b85e5ef-6163-4b24-8745-2f2dfbd3d0b1,Call back new lead,,2026-08-28 07:58:42,pending,low,contact,c03ba334-0aa4-4d2b-ab81-e222bdb5874e,2026-04-27 10:17:15
e9806a4d-78ba-45a5-954c-1768dedb4d0e,Call back new lead,,2026-08-26 07:58:42,pending,high,contact,10c1553e-88bf-4d35-820d-6e6e9d33cf1b,2026-03-19 08:51:55
1db60888-2902-446a-b83a-714b48b46cce,Call back new lead,,2026-08-25 07:58:42,pending,medium,contact,0398a0c8-0f27-49a1-9362-da70e86d44b7,2025-11-19 10:05:56
1f32f054-5c1d-4af6-ac2a-b11ea076d8c4,Call back new lead,,2026-08-19 07:58:42,pending,low,contact,9e1c6626-c68b-4f84-a981-2d5cdb68d87c,2026-05-05 21:12:15
4089d064-85b1-46e2-9c40-0d74a2137a04,Call back new lead,,2026-08-18 07:58:42,pending,high,contact,3c0c5acd-007c-49fb-9f53-d7cba4d0ae7f,2025-08-23 18:07:46
e987c159-35ca-45ae-bd12-260d8637b793,Call back new lead,,2026-08-22 07:58:42,pending,high,contact,354f4545-e37e-45fd-b9bf-041757346d78,2026-08-15 19:17:24
