id,property_id,buyer_contact_id,seller_contact_id,deal_type,stage,token_amount,token_date,commission_percentage,commission_amount,expected_close_date,actual_close_date,notes,created_at
bf7453ef-3b71-4f30-84a5-d166dbf091ff,eb579be9-e57e-4089-a35a-38d879b9e590,5ed73f49-ca3e-477f-9674-9e3edaccbd5d,,rent,site_visit_scheduled,,,2,,2026-08-29,,,2026-07-29 16:33:20
ce03b856-1a54-4d69-bba0-7381b3afadbf,a684a8e4-f25b-4381-87ef-773d489ed3c7,c261c2c3-a28c-4aee-9b2e-f6ad218a5e2b,a3f8cd3e-4f75-4e46-8eec-3b1c8e72f22b,sale,new_inquiry,,,2,,2026-09-17,,,2026-08-20 20:49:38
39d141fa-19dc-40fc-9403-fd09c09a227a,4cfa1cef-983f-4774-991b-a6c517a2b6f4,891cd4a2-a721-41c1-b1d6-d77b8e8bc850,b796345d-0ef1-4531-9fe7-ac05b2460433,sale,commission_received,370000,2026-04-15,2,62000,2026-09-05,2026-02-12,,2026-02-12 12:34:13
ef154e13-0855-4d50-ad8b-fb907cf3d0b6,5e8c5e4a-3e9a-426a-82ad-8e9d8dd3f5ea,241d2bb5-2de9-4c68-bedc-191fdfad7b62,ca74bea4-e2a1-48dc-b377-c0ae07e7bf52,sale,new_inquiry,,,2,,2026-09-11,,,2026-08-08 20:36:15
11a75741-8c9e-4905-a5f1-d35ea50f6f77,e952fe16-bf63-4b9a-94e3-c86771d5c63b,0ed8001b-485f-437d-80e2-f976bd36e97a,,sale,qualified,,,2,,2026-08-22,,,2026-07-17 17:55:55
dbf1c030-e37a-4707-a743-3a3e2a19cfc0,a0e5df2f-5b47-4c9c-89ed-4c4379f70ecb,f7f7374c-f5b1-486c-a11c-96210b463651,7beccd23-d955-439d-abf6-199ed22a5731,sale,site_visit_scheduled,,,2,,2026-08-02,,,2026-07-18 17:06:57
9df39918-de10-4e25-ba74-ff518d0480b0,c63e13b5-721c-4825-8caa-039c6f514d10,f4ffd7d0-4451-49d9-940f-02856c87447d,d96cfa73-0a69-43c1-9e1d-34fef4c18945,sale,new_inquiry,,,2,,2026-09-19,,,2026-08-08 09:52:19
a803a1c4-3724-4f62-8d14-f3c5ece7ebcf,fea228c3-f6fe-408a-8daa-a2f39a239d40,2d02203d-ee84-4999-b253-4ad231654094,db2bdc0e-bade-440c-8562-50a933807ba1,sale,qualified,,,2,,2026-08-16,,,2026-08-01 09:09:19
51053dc0-16d4-451d-ad74-8d97f79c8024,84509371-a813-4b12-8d76-8f290894ff45,4791e4d3-1fcd-49d1-9cab-4e49b20dea1e,9c32700f-9b27-47be-9f25-880c6007d884,sale,new_inquiry,,,2,,2026-09-16,,,2026-08-11 15:28:21
5a003d66-6e79-4a24-b9c1-1c5bd965af6e,c0d22af2-2720-4269-aa80-e7bd9234e251,6313538d-a980-41c9-9ed5-fbc56da92cb1,41716455-62dd-4da6-a768-7fa3fe794897,sale,qualified,,,2,,2026-09-14,,,2026-07-31 13:03:20
ed83fc4f-9698-4c1c-b640-c4dbb1697b86,daf5b7a7-2869-4695-a714-9ee7dade10ca,594bd24d-1751-43bd-a3dc-4eb5b9047a39,a1a08647-7b8c-4d26-9a32-93ca0edd5c07,sale,new_inquiry,,,2,,2026-09-19,,,2026-08-03 10:38:41
abcb7276-676b-4574-a1f9-d9d8f180dce7,9b566557-564c-4ea8-8e2a-77ebb940c49d,23c64bca-a28c-400b-b4c5-30acf428fbbb,5eb7e938-ef56-486f-b048-6cc9e28a368b,sale,site_visit_scheduled,,,2,,2026-07-30,,,2026-08-12 16:31:44
828219c8-397d-4401-89d9-c5780e6da120,13c919a5-4907-4fe0-9a19-ad71b6624aff,caf0880e-2936-47b6-b275-79925c7035a0,609246b9-f467-4557-a10e-1b2c6d48ce84,sale,new_inquiry,,,2,,2026-07-29,,,2026-08-14 13:20:56
cc7e4ad1-a717-446e-a44d-6304ce24b4be,3dabbda0-e1aa-40f6-a199-0ef13f2a1236,77497d5e-735a-4450-96c6-f70f9d599e94,0cc0152d-93fb-49ad-9a3e-7cd889b4d239,sale,new_inquiry,,,2,,2026-08-31,,,2026-08-18 09:38:03
ed7b17bf-9685-42b3-b0de-8104f11867e2,92cb9c37-47af-4ecc-89f8-bd084b491dbc,bad8ff7f-815b-4422-88ca-493d8e4054cb,92955e3c-ae13-4311-862a-db1d1800b0e1,sale,qualified,,,2,,2026-07-30,,,2026-08-02 08:50:56
06bd942d-c50f-4c82-bf27-54f72fbf11ec,abb58fe0-304d-45ee-bf5e-b5f18ae3f990,1804d670-79eb-424b-979e-f46737851102,,sale,closed_won,610000,2026-02-16,2,113000,2026-09-01,2026-02-14,,2026-02-14 10:55:28
622b71c7-5c4f-4fa2-b892-9b0ddd5853e3,8f971335-06c8-4f95-94f7-5e5975f65c04,82bf1629-9333-4bdb-8deb-13b99bebbff2,d96cfa73-0a69-43c1-9e1d-34fef4c18945,sale,offer_made,,,2,,2026-09-08,,,2026-06-29 17:55:52
09e0cd5f-0df5-44dc-b716-a56b3ced0258,2e075505-e76d-4a5a-adca-edb8d05e4ef5,4f5ab506-15f5-411f-8c2d-35259b87801d,f19e02f1-30ae-4fc6-a5b9-3642ee8ca3ea,sale,site_visit_scheduled,,,2,,2026-08-16,,,2026-08-07 21:53:41
6f5b16b2-29d4-4c21-89d2-af7286518454,54f5d242-b94d-40b6-9509-f9ec739b4bfc,fa3eece3-8414-41ae-93d6-21fbed364973,809710a0-e147-45d4-9251-429113004867,sale,site_visit_done,,,2,,2026-08-02,,,2026-07-21 12:31:13
c2ebe7ec-4e1b-4099-babb-8ac14ebab4a8,545ee409-b150-4927-9856-ac69c9612ad9,741bee10-81c7-4b70-a8cd-00a57d114058,272090d8-a408-40f1-a9eb-aa2df0b38b7e,rent,new_inquiry,,,2,,2026-07-27,,,2026-08-15 10:55:02
dd364879-9ee3-4b51-9daa-4fdfc788081d,8ecaec01-1fb9-48e8-8fae-638ced15b191,afcd6556-164c-44e9-a11f-cb86f85cd2f9,6dbacfa7-55a2-43a6-8e29-ec85c7072d23,sale,site_visit_done,,,2,,2026-08-21,,,2026-08-15 16:02:20
7b6ea52e-e0f9-4ec6-939d-179f74494c07,3fbb7fd7-1f13-4d84-9901-73b1a5388c91,2276b017-2d4f-49c8-b4cb-68f9588d9498,e2ccf0cc-45e2-4dd8-a365-9adb43fe94b8,sale,site_visit_done,,,2,,2026-09-10,,,2026-07-10 13:45:14
091f740d-35d2-49dd-ac40-992b98ce7a98,f9d5ebb0-f692-4525-b950-e5aa2996a69c,b052c1ae-5524-4b8f-b6d5-7be009675a06,d1dddb4a-67da-4fe6-ab9a-f423d700091e,rent,sale_agreement,190000,2026-05-25,2,71000,2026-09-16,,,2026-05-16 19:45:53
66e6795a-e5de-4039-be2c-892e3b05e014,78b6e69f-9610-4abf-89ab-c645baef123e,cd73a89c-bea0-4ccd-8a23-cb232144bfbc,89edec42-3d15-4620-bee9-3bec3e2679a2,sale,site_visit_done,,,2,,2026-09-03,,,2026-08-04 16:27:09
d045e806-60ac-4e2a-b4b1-924217f4d351,505642a1-8888-4cde-b3ea-f736469f8941,17e98485-33b7-4a9a-8ee3-45ad7a898a02,5a96b9ce-c983-4c71-a74a-27018c449954,sale,qualified,,,2,,2026-08-31,,,2026-08-20 18:21:51
8ea01f27-e94c-447e-805a-42ad6244e45c,8c86818f-e5c4-492f-ae69-2fd675b0167d,d74f7e79-149e-4025-8dd6-0e75bf871556,d19ef300-021a-4bf8-9f9d-21683104a782,rent,site_visit_scheduled,,,2,,2026-07-29,,,2026-07-12 08:20:04
c4bdf152-7ec3-42d6-940d-6e69e07e4b35,c5bc5a32-4839-43c6-ab29-08b34b3ebc27,359ebf6a-9359-4213-8ec9-2250b17caff9,4dc68b90-abfb-4e3e-a343-19a4e020b95d,sale,site_visit_done,,,2,,2026-09-09,,,2026-08-01 14:56:16
ddc0b081-a71c-44aa-b516-3b5db422895e,c5abe73f-c83b-4d8c-8324-a47a1d7e3f69,4ff46ba8-4f52-40a8-a57e-ec2b39b98c67,56e31adb-5457-466a-8a12-40ef39695a0d,sale,site_visit_done,,,2,,2026-09-10,,,2026-07-19 21:05:40
f635f5c7-34c4-4a38-bc4e-4b818655151d,3256bc26-e559-41a3-959a-6c620ed2b127,46191a7b-3368-4961-94a0-c85d37c84a90,b412c290-6034-4f65-af8a-84dc8b2ccea2,sale,commission_received,5790000,2026-02-09,2,1039000,2026-08-17,2026-06-23,,2026-06-23 13:44:37
01767c89-fc44-4561-82fc-5d35f68346ff,38234119-6269-4ca2-b854-4395c49684df,eaac82c2-7b84-4b06-af3d-62f69472fed2,6d42ec1c-3c97-4aa4-af73-e035b02d71f7,sale,qualified,,,2,,2026-08-10,,,2026-08-07 11:04:22
e98e1e71-6f8d-4c31-bb1b-5dee42372462,e039909b-06ff-49b4-a0d6-ffcca1d574fb,e6ee0641-c661-44fa-81a4-4d3784e6a34e,cf6d928e-ced5-4277-930e-858ef2c8281e,rent,qualified,,,2,,2026-08-02,,,2026-07-30 18:42:02
9a4218d1-0b05-41e8-99fc-2789427064a8,1ec75161-7fa3-4f60-b8d9-6aa1ba35c9fc,8d299bba-5e86-4fa5-afab-d22bb1e31313,f58bf36e-969c-43a9-8a23-d73ec0cb7a84,sale,site_visit_done,,,2,,2026-09-16,,,2026-08-05 20:58:52
06db8853-5b27-4acb-83f9-4dd941f52a49,2e075505-e76d-4a5a-adca-edb8d05e4ef5,80b64184-28d1-410d-9a33-13236614a2dc,f19e02f1-30ae-4fc6-a5b9-3642ee8ca3ea,sale,new_inquiry,,,2,,2026-08-07,,,2026-08-20 09:02:06
3400ce71-38fe-4b69-8339-024ddfff552f,545ee409-b150-4927-9856-ac69c9612ad9,626c73de-daf8-4709-94cb-93b7cb58dc4a,272090d8-a408-40f1-a9eb-aa2df0b38b7e,rent,due_diligence,30000,2026-07-10,2,8000,2026-08-23,,,2026-07-31 20:01:34
be6bcd81-a6f1-4a26-ba33-0f24af73a711,6f4eaa9d-bae1-47cd-b822-2cac08bb6d96,f83cf0b6-a81b-46fe-842b-246e1e47532b,5f524cbd-d0b8-4708-822c-197b542f65e2,sale,new_inquiry,,,2,,2026-08-31,,,2026-08-19 17:39:12
8b936588-72a1-4037-af59-0d7762fceb77,3fbb7fd7-1f13-4d84-9901-73b1a5388c91,288c2bd0-d418-470c-a1b9-f0dd9c23ae56,e2ccf0cc-45e2-4dd8-a365-9adb43fe94b8,sale,qualified,,,2,,2026-09-19,,,2026-08-13 10:27:43
0d5ee384-19b1-4208-912b-2db0e08f51a6,762c51ad-5430-46e7-9668-dfc44e90a54c,c15159ee-1f12-4878-8934-fc104d5e297f,1354ce8e-8311-4925-9a0b-f62f248ae1b8,sale,new_inquiry,,,2,,2026-09-11,,,2026-08-10 20:16:30
ff06dc09-e749-4048-8398-2b2e108711ec,4fe47b74-0fcc-4399-98c6-9a48a29ab82c,613f6827-4baa-4fe1-b737-31d9ae21b0f4,809710a0-e147-45d4-9251-429113004867,sale,qualified,,,2,,2026-08-03,,,2026-07-20 16:52:07
8e4811a3-0511-4929-a9eb-bf40f63b04bf,7683aeed-b572-49e5-83cd-28055d9b5169,8cfea22d-7130-4202-a176-656e538fed98,05f05440-79a2-4d88-bc14-0af3f8f74ff9,sale,offer_made,,,2,,2026-08-25,,,2026-07-02 18:53:18
896d030e-e814-4c00-8a13-debf45ee7b47,530d6e1e-6f0b-49ba-8ecd-0dfdaa4527d0,c37bd959-b6a3-4c47-ab67-1b84f39d67eb,d1dddb4a-67da-4fe6-ab9a-f423d700091e,sale,due_diligence,2900000,2026-06-12,2,547000,2026-09-11,,,2026-07-02 18:26:06
9a6a4073-79fc-427e-97b9-6706f957ce3e,78b6e69f-9610-4abf-89ab-c645baef123e,e3398f47-7f8c-4a7f-a349-c65731d4abd7,89edec42-3d15-4620-bee9-3bec3e2679a2,sale,qualified,,,2,,2026-08-29,,,2026-08-20 11:18:34
94c6d8ac-8f7c-4040-9925-a430559342e6,82a3c489-9be0-4b75-b7ba-1962b0787980,e9b81b97-4e1e-4580-b7b5-587f77db23ce,f24dbc9b-d721-4863-a336-12f8ab186836,rent,site_visit_scheduled,,,2,,2026-09-08,,,2026-07-17 08:39:29
e4afe23d-7708-4593-bf51-00fb27f91b0c,692a73d8-8f21-4767-a5ec-9c4da547f86a,dd1b1811-a580-4287-9829-907cf74e1b62,6d7ad5cb-0dda-4f93-b488-e6feb110ee7a,rent,qualified,,,2,,2026-08-25,,,2026-07-28 12:07:21
ba7bdb17-074e-40f0-8926-a9037d4bc129,ab445440-12d8-48c8-92e1-c4b50a258c19,31881b8d-422b-4a69-9465-bddb9990a4e7,ae46bdc7-48bc-4fa0-9c04-cdef7ded4930,sale,new_inquiry,,,2,,2026-09-01,,,2026-08-18 12:50:10
c05457a5-84f0-4a8b-8895-4e88226d09c1,0ace3c17-b258-4e0c-a6e5-58bbf91cfa90,f3efcba3-a2ab-4b64-8b8c-16a339709580,698e9ac3-4525-4d70-b2b9-f38e8b9416bc,sale,new_inquiry,,,2,,2026-09-18,,,2026-08-16 18:05:39
cb232aa9-eecf-4783-9c3b-e9d817699e13,c5abe73f-c83b-4d8c-8324-a47a1d7e3f69,e21295ed-98e6-4a82-98d2-efe6533a2141,56e31adb-5457-466a-8a12-40ef39695a0d,sale,token_bayana_received,1590000,2026-07-07,2,455000,2026-08-27,,,2026-07-17 14:09:03
98ce448f-d2b9-40be-905c-54ad1f13fc5e,acf70e3c-ba48-4a77-90a0-02fa4c44388b,c2571945-f208-4573-8ac6-e67800f749cd,7f0ef67e-5624-4cba-8573-34cee14bd2f5,sale,transfer_registry,1450000,2026-07-14,2,355000,2026-08-04,,,2026-07-11 12:18:06
d5ce6eb0-cb3a-459d-8d99-ef13c868307d,7af443e2-8b0c-4a5e-a45c-57336d2d5a8c,1f039b30-29f4-47c5-b425-d6d95b3f619d,1c3a4419-1385-45f1-bf18-fb04a27ade78,sale,site_visit_scheduled,,,2,,2026-08-10,,,2026-08-07 09:28:07
9ddb3fc7-d28b-4919-b34e-a19155d6d04d,b3f05848-f761-467a-a3ba-20474de35a9f,6057a1cc-d6c5-455d-ac7a-3f6ffdee2623,41336307-6123-4e5e-a27c-4e040f425040,rent,qualified,,,2,,2026-08-03,,,2026-08-19 10:07:25
ce4f21c0-d097-4cc3-baaa-9ee0477f9d3a,66f730b4-a247-4464-af19-ba120f55c3fb,9fb0a09a-8f8e-4f91-b614-b5bd6c7e3258,6d42ec1c-3c97-4aa4-af73-e035b02d71f7,sale,site_visit_scheduled,,,2,,2026-09-16,,,2026-08-17 19:09:36
ea1d4338-e56c-40e1-b09a-acf915cce3b7,6457c441-4bae-49f8-b94a-1c81b221224e,bbf493df-5fc3-4310-bb93-9ae585d645ca,88cb2d74-dc6f-49ec-b5bd-8286c7b5a607,sale,new_inquiry,,,2,,2026-08-23,,,2026-08-17 12:55:36
d6bc8a68-c9a2-49ce-90ff-4e113412bd54,5be5d25f-ec5f-42d9-b4e8-2ebcd38e81bd,42b7d0e9-caec-46ab-b83a-eca499b9d836,574ecc76-46e0-41a7-9d34-81a625fb0aae,sale,new_inquiry,,,2,,2026-08-27,,,2026-08-12 11:20:44
379decaf-23a8-49e7-b655-d828d16aeedd,6e21f525-3f06-411d-9fce-1fbf2030eda4,eb2c29ef-c6e5-48cd-be7d-c4f8bd81399c,75ab8466-52cc-4cc8-8a11-01c182f49c40,sale,closed_won,610000,2026-05-23,2,180000,2026-09-11,2026-07-10,,2026-07-10 18:59:32
02d7c349-7d8f-4631-b08d-78b316d4a9cc,eb579be9-e57e-4089-a35a-38d879b9e590,3aa04c6e-0168-419f-b8c1-f42e320d0988,88cb2d74-dc6f-49ec-b5bd-8286c7b5a607,rent,closed_won,30000,2026-02-12,2,10000,2026-07-30,2026-04-18,,2026-04-18 19:37:17
343d5824-e1d0-4f00-b34f-37fdc4cc9032,13c919a5-4907-4fe0-9a19-ad71b6624aff,d34b26fb-dbab-46cf-ba79-8192a042c5f6,9125386e-6d0e-4cbc-8482-9df7e5b25601,sale,closed_won,2490000,2026-06-26,2,835000,2026-08-06,2026-01-03,,2026-01-03 15:39:40
b0359c6e-bb5d-4277-a72b-e6530f54770e,78b6e69f-9610-4abf-89ab-c645baef123e,ee5526dc-8a9c-450f-aae4-519d9103199f,89edec42-3d15-4620-bee9-3bec3e2679a2,sale,site_visit_scheduled,,,2,,2026-09-11,,,2026-08-11 21:43:25
7c9e3f3d-7ab7-44a0-a5c3-8fd73afcea62,3dabbda0-e1aa-40f6-a199-0ef13f2a1236,60f85e97-da4b-4276-b6da-1b8b697736b3,0cc0152d-93fb-49ad-9a3e-7cd889b4d239,sale,qualified,,,2,,2026-08-22,,,2026-08-19 16:30:13
a873cb36-971d-4dd3-945a-04ba5d599dfe,92e53658-9a8c-4df3-9e35-628bececd91f,b3888de4-d884-463a-b363-fcda87b12492,,sale,new_inquiry,,,2,,2026-09-05,,,2026-08-18 16:44:39
6f6e0800-26ad-46eb-aed1-98f716950edb,08f993c0-c7ba-47ad-839d-3bc2aa80814b,105a6da5-c2d6-4ddd-8426-e62f20d4775a,792c91ae-0f49-4c8d-8c5a-edadab0f5d5d,sale,qualified,,,2,,2026-09-13,,,2026-08-20 08:51:08
b42919c4-a9cd-4ba2-a616-2f929804701e,a684a8e4-f25b-4381-87ef-773d489ed3c7,feacb5c3-e13b-4802-88ae-431045b67cc3,a3f8cd3e-4f75-4e46-8eec-3b1c8e72f22b,sale,qualified,,,2,,2026-07-23,,,2026-08-08 11:07:20
4011f326-ac98-4a2a-8854-4ea2360d6eed,77856ab2-b0d9-4460-9a5a-9771a909e976,5a46bbdc-cfff-4344-b135-90b5706d7276,75ab8466-52cc-4cc8-8a11-01c182f49c40,sale,new_inquiry,,,2,,2026-09-11,,,2026-08-13 12:55:42
a31c082b-1bd8-48c7-b05d-80a5dff3e40d,9af3e54a-5066-420e-9fb2-b3756b6ac91b,bfdf68de-f925-409c-889c-e99098bbaf19,072594fd-9ae5-4aac-8c50-13a75e117fa2,rent,site_visit_scheduled,,,2,,2026-09-13,,,2026-08-17 16:42:22
b0249332-f647-47ae-9ae4-d2d6dbf88b57,c5bb21b1-4988-46a5-bd90-493fad2c2c81,a647480a-d6a0-42cb-85d6-ecdef9bc24cb,7b53062f-948d-4391-91f4-991edcc1d0d0,sale,new_inquiry,,,2,,2026-08-06,,,2026-08-07 17:51:35
52ab02c7-aa67-4852-9cd9-263e70f883e1,d712362a-b43b-431b-b25a-08c7b6b35c28,554d7f4e-f005-40c8-b099-c4ac7af62d03,f58bf36e-969c-43a9-8a23-d73ec0cb7a84,rent,qualified,,,2,,2026-09-13,,,2026-07-28 09:19:40
91eff054-72fc-4b86-833c-af11ba6737e0,b1f613f3-b5cc-4173-9d95-3a44ed5ca95e,4180f6d4-98ac-47ce-8b08-7e67b05acda8,736a435d-141a-4aa2-8661-c5f443e4ad45,sale,new_inquiry,,,2,,2026-08-27,,,2026-08-17 08:05:53
677e7b6d-80b7-439a-aa95-f4e89702ebd5,9c3f5169-bdda-4026-a9f1-7b626debb6b8,62e4a077-119f-40d2-9fb5-3935b1d6a4a9,470e4ca8-02fb-4192-b12b-098fda8b652d,sale,qualified,,,2,,2026-08-13,,,2026-08-20 18:24:41
f68ddc95-7068-4c57-8a3b-1e080aa04bc6,4e9d7239-94e5-41c5-b00f-2a300fa3e026,1bc99669-44d5-4040-a085-56028a71ba43,f0e3155d-10c9-4225-9b9a-e50c2e19092e,rent,closed_lost,30000,2026-02-10,2,6000,2026-09-12,2026-06-03,,2026-06-03 12:08:55
d4c0cba3-59d7-4577-8d65-6cd2b7dfba28,4a3a9759-c8e9-4f32-8864-0847f4cf254b,3a256a28-5bf8-4c03-8e76-799ab029d610,,sale,token_bayana_received,350000,2026-06-15,2,60000,2026-07-28,,,2026-08-05 08:20:28
53f4865f-7d5a-4b39-b0e6-3c2ff6e9c4bb,5e8c5e4a-3e9a-426a-82ad-8e9d8dd3f5ea,65756269-0eed-40c1-adce-edc85e5694f7,ca74bea4-e2a1-48dc-b377-c0ae07e7bf52,sale,site_visit_done,,,2,,2026-09-07,,,2026-08-10 15:19:42
382fd460-5e22-41f4-a6f7-2c85967e893c,7c68ac7d-cec8-40ac-9311-c4041305e637,4c49c3f7-807c-467e-a60e-968d16e840f8,116cef39-a0f7-40b0-a225-35f89bc2527d,sale,site_visit_done,,,2,,2026-09-17,,,2026-07-12 18:30:08
bbdae0b9-9133-4b9d-b5bd-979ba7ce9e52,eb096928-a282-40c9-9557-c42dd343513f,6285dc36-327b-4b34-8bf5-6f97679efc91,802ae8dc-6eaa-41f1-ba6c-8ad08ba303ce,sale,offer_made,,,2,,2026-09-14,,,2026-06-26 10:21:04
f2faff41-394c-4373-9a9b-fcab2b7d7773,5b244ea5-ace8-438c-9778-dd3ba88bca54,0596bc9e-b5e4-4c7a-ba5e-9045b5b99698,ea72abd5-76d3-4288-a628-16203be1af2c,sale,new_inquiry,,,2,,2026-09-07,,,2026-08-15 19:41:12
0734e60d-8b94-49fa-b06b-e2967038540c,f905f397-b7c5-4d93-acea-5a486b2eb7ac,df697b91-f0ca-4fac-9285-ff8d5c0af67a,7b8ac2ff-8c2d-4f22-8c36-ff73a25c084d,sale,new_inquiry,,,2,,2026-08-26,,,2026-08-19 13:20:29
ec88b241-efef-444a-bc3c-ee84756f244a,60a8e59a-300d-4d93-a592-162daf4477ff,7e95177b-4cce-4624-a722-35577019d6b0,8bfc5cc1-0bdb-48ee-a673-239d3e50a324,sale,qualified,,,2,,2026-08-17,,,2026-08-14 21:16:22
fb718b2c-cafd-490b-a917-7a4c7c303003,e24784ea-dc18-4faf-b1d2-b7be85cdfc85,81fad49a-2d1a-42b6-b72e-9db76824d489,44d61721-36f2-4dc2-92ec-cd2500b5dd89,sale,new_inquiry,,,2,,2026-09-13,,,2026-08-19 09:13:32
bdf1e0dd-c001-4b70-a7b7-35df6e2d8a7d,5be5d25f-ec5f-42d9-b4e8-2ebcd38e81bd,41364b46-6af5-42c3-89aa-d1d88875ff11,574ecc76-46e0-41a7-9d34-81a625fb0aae,sale,new_inquiry,,,2,,2026-08-12,,,2026-08-18 21:57:40
f5bf5a28-5242-44fb-b1d1-7f293500feaf,e039909b-06ff-49b4-a0d6-ffcca1d574fb,3364e99c-f649-4807-885f-eaa68b6fcf5e,cf6d928e-ced5-4277-930e-858ef2c8281e,rent,closed_won,50000,2026-07-29,2,10000,2026-08-31,2026-04-15,,2026-04-15 18:22:02
6050b920-1360-4486-bde0-6e01510147e1,18e29259-2cb8-4021-b886-6ffab061edf1,ecc6b385-6e26-451f-b829-997c86f95b26,340ba938-c318-4eb6-9071-7a799cc96f09,sale,site_visit_scheduled,,,2,,2026-09-19,,,2026-07-10 12:36:01
15b22189-48ec-43b4-83b1-15bda1317e42,f9c77dc8-d7de-4dcd-a0a7-42be83ea132d,dcfccdab-1b95-41a9-bb2c-cad2723b2602,b5cfd5ec-61f8-4a79-b528-3388014c4dff,rent,new_inquiry,,,2,,2026-07-26,,,2026-08-04 21:23:43
57ce7ef1-f276-40f7-8eb2-7a214951d856,f12edcd9-7e36-4bc8-932b-f6ba63419466,0a2a1607-e183-477a-ac7c-7c59416fadc1,072594fd-9ae5-4aac-8c50-13a75e117fa2,sale,new_inquiry,,,2,,2026-08-28,,,2026-08-06 12:54:37
1cbf17f9-aea1-4667-bfc9-bc3f326febff,f3681ea2-5565-47fa-98a8-0bc1827e00b9,869191d0-8ab6-494d-a553-86b00b6f6bee,,sale,qualified,,,2,,2026-08-02,,,2026-08-20 13:37:18
719a8ed6-df10-421c-a5c3-5d5ef8224013,0729a1eb-eb07-4c49-9d81-27997c49b0fe,9d62cf60-a77f-4c76-a230-74a7f9c0e15d,ea72abd5-76d3-4288-a628-16203be1af2c,rent,new_inquiry,,,2,,2026-08-13,,,2026-08-16 15:33:46
ca64a35b-fa85-4899-bb04-81e9bd4c9ffc,7c6ed63f-5d3c-4700-9db3-fd991cad1e5f,9db02c23-3af6-44e2-a708-3a3547b12f89,dd2d9276-b17b-4ec6-9790-114248b796e0,sale,qualified,,,2,,2026-07-24,,,2026-07-25 15:26:43
bfca712c-04af-403a-ab8a-97aecd0d6ce8,9af3e54a-5066-420e-9fb2-b3756b6ac91b,538762fd-bfbc-4f50-9ff0-ede073608c9b,,rent,new_inquiry,,,2,,2026-07-23,,,2026-08-06 18:12:46
4c0b5011-b1da-4807-aeb3-a86b25dbe621,7c68ac7d-cec8-40ac-9311-c4041305e637,9388ce4c-a672-4d42-8a98-f2cb66075210,,sale,site_visit_done,,,2,,2026-08-13,,,2026-07-29 13:36:49
