id,property_type,purpose,size_unit,size_value,city,area,society,phase,block,plot_number,file_number,file_type,payment_plan_status,transfer_fee_status,asking_price,rent_price,dc_rate,market_rate,development_charges_status,possession_status,verification_status,status,owner_contact_id,created_at
4159f252-7f66-451b-933e-b81e0f5d79cc,house,rent,Kanal,1,Islamabad,F-11,F-11,Phase 5,H,,,,,,,225000,,,paid,possession_ready,not_verified,available,,2026-01-19 10:05:53
e5e6cbaa-39a4-4ad9-a84f-fb7e18438a5a,residential_plot,rent,Kanal,2,Lahore,Valencia Town,Valencia Town,Phase 2,,124,,,,paid,,155000,,,,file_only,not_verified,sold,ca2d6ca4-dfe3-4f1b-b53c-b1760e3ecd00,2026-04-11 13:03:45
76693874-7baf-4841-8c63-8239e0e3dc22,residential_plot,sale,Marla,11,Rawalpindi,Bahria Town Rawalpindi,Bahria Town Rawalpindi,Phase 1,H,506,,,,paid,11100000,,7700000,11090000,pending,constructed,noc_verified,available,235ec73d-af34-42ee-b835-6b12c7dbec8f,2026-01-06 20:35:54
f01d1ab8-6c20-4d78-9206-784c5ed8b6c7,house,sale,Sq Ft,760,Karachi,Clifton,Clifton,Phase 4,E,,,,,pending,8000000,,4560000,8950000,,constructed,fard_checked,available,9e0254ec-88c6-4c85-aecd-0471c879ffac,2026-05-13 15:39:35
d1d86a25-6a38-45dc-ad90-ce9914a25aae,house,rent,Sq Yd,1344,Peshawar,Hayatabad,Hayatabad,Phase 1,,,,,,paid,,130000,,,,constructed,fard_checked,available,,2026-02-17 11:26:40
f3681ea2-5565-47fa-98a8-0bc1827e00b9,house,sale,Sq Yd,3951,Karachi,DHA Karachi,DHA Karachi,,,,,,,,6300000,,3210000,7010000,,file_only,fard_checked,suspended,,2026-07-10 10:33:10
00f92157-a8f5-4a35-a5cd-91786f04de39,residential_plot,sale,Sq Yd,2817,Karachi,Clifton,Clifton,,H,993,,,,pending,27650000,,17210000,31640000,paid,constructed,not_verified,available,9a817c2f-26eb-4491-8f19-02794f1aac6a,2025-08-19 17:08:30
1bc2a75d-eb3a-47a1-a082-220ea81b1eb5,residential_plot,sale,Sq Yd,2906,Lahore,Bahria Town Lahore,Bahria Town Lahore,,,599,,,,paid,22950000,,16220000,24190000,,constructed,registry_pending,sold,a461a578-1c1e-47da-a53e-a0e37c806cc0,2025-09-02 19:12:08
0c8f874a-f1f3-436b-81aa-8b1624a25fba,commercial,sale,Sq Ft,3172,Lahore,Askari 10,Askari 10,,D,886,,,,,48950000,,26900000,53290000,pending,file_only,registry_pending,available,,2026-07-17 18:48:48
9263f061-40a1-4f6a-94c1-2443bd10c831,apartment,rent,Sq Ft,2687,Karachi,PECHS,PECHS,Phase 9,B,,,,,,,285000,,,,file_only,fard_checked,available,,2025-12-09 14:42:27
8c86818f-e5c4-492f-ae69-2fd675b0167d,apartment,rent,Sq Yd,1902,Karachi,PECHS,PECHS,,,,,,,,,40000,,,,constructed,registry_pending,available,d19ef300-021a-4bf8-9f9d-21683104a782,2026-03-02 08:28:09
ec29a84d-0abe-407a-9024-5ac7d1f57bb1,house,sale,Marla,9,Faisalabad,Jinnah Colony,Jinnah Colony,Phase 5,F,,,,,,3100000,,1920000,3070000,,possession_ready,registry_pending,available,,2025-11-08 13:37:44
1f2dc0db-c650-486c-a2ab-c0a8de4ad9e7,house,sale,Kanal,4,Islamabad,DHA Islamabad,DHA Islamabad,Phase 9,,,,,,,6200000,,4030000,6950000,paid,constructed,noc_verified,available,89edec42-3d15-4620-bee9-3bec3e2679a2,2026-01-08 14:05:44
c438421e-9425-4f71-8de1-afdd099740aa,residential_plot,rent,Sq Yd,1934,Rawalpindi,Askari 14,Askari 14,,,166,,,,,,160000,,,paid,constructed,not_verified,available,f1182042-1312-47f4-8195-e1118ad9e6b5,2025-08-10 13:27:45
6e8cd984-5dfd-4905-b0e2-fee967266d31,apartment,sale,Kanal,1,Lahore,Johar Town,Johar Town,,,,,,,,50650000,,38410000,51980000,,under_development,not_verified,token_taken,f00b55d9-a48d-44b3-9e93-3ee287b36674,2026-01-04 08:05:57
d426074a-0256-40b5-a86b-07d30da4d65d,residential_plot,rent,Kanal,4,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,,,665,,,,,,25000,,,,constructed,fard_checked,sold,78545269-f8f0-4595-b9ab-510fb78501e5,2026-05-07 20:53:51
ffe1f885-9849-4ca9-9c53-e4b9568286b9,file,sale,Sq Ft,1380,Rawalpindi,Askari 14,Askari 14,Phase 5,A,920,F-42223,closed,delayed,pending,23300000,,13900000,23190000,paid,under_development,not_verified,available,,2026-08-11 10:33:51
36083715-b567-4b2c-8653-d32f42914d08,apartment,rent,Sq Yd,3735,Karachi,DHA Karachi,DHA Karachi,Phase 3,,,,,,paid,,115000,,,,possession_ready,noc_verified,sold,dcfc8c19-72fc-49ec-a34e-03463526a96f,2025-12-09 12:35:25
9a63158b-4b13-4869-89a6-1b97de0c33bf,house,sale,Kanal,2,Multan,Bosan Road,Bosan Road,,C,,,,,paid,23350000,,16590000,24980000,,possession_ready,fard_checked,available,,2025-12-16 15:13:34
faeb0d1b-3a72-490a-acb6-811b6b1fb1ff,house,rent,Kanal,4,Lahore,Valencia Town,Valencia Town,Phase 3,A,,,,,pending,,45000,,,,under_development,not_verified,token_taken,7a246093-a2e3-47d8-951a-cc6c368dbbef,2026-05-14 10:01:49
1818f88d-ecdf-4c88-9ba0-b9603a88edaa,house,sale,Sq Yd,1076,Lahore,Valencia Town,Valencia Town,Phase 1,,,,,,paid,5350000,,4170000,5750000,,under_development,not_verified,rented,,2026-07-30 15:22:29
08c529db-a18b-409a-8b51-8f8aa794b4b0,file,sale,Marla,19,Lahore,Model Town,Model Town,Phase 6,G,798,F-76370,ballot,delayed,pending,3550000,,2630000,3740000,pending,under_development,registry_pending,available,,2026-04-17 21:27:56
f12edcd9-7e36-4bc8-932b-f6ba63419466,file,sale,Sq Ft,2964,Lahore,Valencia Town,Valencia Town,Phase 9,E,994,F-62978,open,completed,pending,46750000,,36500000,48880000,,constructed,fard_checked,available,,2025-09-09 11:21:18
47ab4118-4695-46e1-9a9a-b4293bc1e580,commercial,sale,Sq Ft,1893,Karachi,Askari 5,Askari 5,Phase 4,D,625,,,,paid,23000000,,17550000,25740000,paid,under_development,registry_pending,available,5d3cbf0e-d026-4797-b868-b36fabb05c13,2026-03-21 10:37:18
c53d1cc8-b37d-414f-98f2-f27b0e740bd5,apartment,rent,Kanal,2,Sialkot,Model Town Sialkot,Model Town Sialkot,Phase 1,E,,,,,pending,,95000,,,paid,possession_ready,not_verified,available,,2026-03-28 19:04:26
6c984187-cee0-4a59-b837-807ad20648f6,apartment,sale,Kanal,1,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,Phase 9,,,,,,,6500000,,3720000,6320000,,file_only,fard_checked,available,925ae9b5-96a4-48b2-97ee-d7c69a2a2e8d,2026-02-17 15:44:38
235d119f-4347-44dc-b4eb-1645b422b69a,apartment,rent,Kanal,1,Lahore,Bahria Town Lahore,Bahria Town Lahore,Phase 1,A,,,,,paid,,170000,,,,file_only,not_verified,token_taken,12359d84-2017-43a9-98c6-a1be951347f3,2026-05-30 15:47:46
eaba70dd-c31c-4d0e-8e4b-c3f3e44149e8,house,rent,Kanal,1,Islamabad,Bani Gala,Bani Gala,,,,,,,paid,,25000,,,pending,file_only,not_verified,available,e161f5a7-4e47-4eac-8396-4d39dd9c8c05,2026-07-24 18:36:09
8f971335-06c8-4f95-94f7-5e5975f65c04,apartment,sale,Sq Yd,3211,Peshawar,DHA Peshawar,DHA Peshawar,,E,,,,,paid,58450000,,30070000,61160000,,file_only,not_verified,available,d96cfa73-0a69-43c1-9e1d-34fef4c18945,2025-12-04 15:24:09
d015ef62-8e28-47d4-99ab-216159ac7a37,commercial,sale,Sq Ft,3555,Islamabad,F-10,F-10,,A,361,,,,,26450000,,14390000,28730000,paid,file_only,fard_checked,available,279ba864-a58b-4617-b9d9-a060c512d7c2,2026-05-04 15:44:39
92e53658-9a8c-4df3-9e35-628bececd91f,residential_plot,sale,Kanal,1,Bahawalpur,Model Town Bahawalpur,Model Town Bahawalpur,,,540,,,,,26650000,,16620000,29660000,pending,possession_ready,fard_checked,available,,2025-08-21 10:01:15
612a2bad-4fb7-45e6-b413-b077523ef51e,house,sale,Kanal,4,Bahawalpur,Shadra Town,Shadra Town,Phase 1,G,,,,,,39600000,,21640000,43750000,,under_development,transfer_complete,sold,7a246093-a2e3-47d8-951a-cc6c368dbbef,2025-11-25 11:14:36
4e9d7239-94e5-41c5-b00f-2a300fa3e026,house,rent,Sq Ft,527,Lahore,Model Town,Model Town,,A,,,,,pending,,25000,,,paid,possession_ready,fard_checked,available,,2026-02-08 12:26:06
b224a2e8-7727-423d-a38c-5ebf067d791d,apartment,rent,Kanal,3,Islamabad,DHA Islamabad,DHA Islamabad,Phase 3,D,,,,,,,280000,,,paid,constructed,noc_verified,available,,2025-10-21 08:45:38
fea228c3-f6fe-408a-8daa-a2f39a239d40,house,sale,Sq Yd,3740,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,Phase 5,,,,,,,42100000,,33640000,44100000,,under_development,fard_checked,rented,,2025-09-03 18:14:51
c0d22af2-2720-4269-aa80-e7bd9234e251,house,sale,Kanal,2,Islamabad,G-10,G-10,Phase 1,,,,,,,14300000,,8390000,16260000,,constructed,noc_verified,token_taken,41716455-62dd-4da6-a768-7fa3fe794897,2026-05-14 13:35:45
3db959a7-88f8-485c-8475-7e8764d1ffcd,residential_plot,sale,Sq Yd,2244,Lahore,Model Town,Model Town,,F,211,,,,,50300000,,32870000,50330000,,possession_ready,registry_pending,available,56ced53c-d7ec-4b0c-a5e9-940a945ee39d,2026-08-19 18:52:10
7cbf3bd0-324f-4d86-98d3-65e52940b2e4,apartment,rent,Marla,6,Karachi,Askari 5,Askari 5,Phase 1,,,,,,pending,,295000,,,,file_only,not_verified,available,,2026-07-21 13:43:17
48051362-2a22-42a4-98db-5b0c56fc4706,commercial,rent,Sq Ft,2416,Peshawar,DHA Peshawar,DHA Peshawar,Phase 4,,827,,,,,,90000,,,paid,under_development,fard_checked,sold,8b3fddac-e1d8-46d0-b427-e626b71d8547,2026-06-12 09:26:39
64b76e17-7e66-4ade-89bb-b6e711b0dbc0,house,sale,Marla,4,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,Phase 6,H,,,,,paid,58050000,,40090000,65750000,paid,under_development,fard_checked,available,e5298de4-68c3-405c-a321-53a4541b902b,2025-11-17 11:32:38
27d78aaf-ebab-4ef0-a93f-59a1f012de2d,file,rent,Marla,11,Sialkot,Cantt,Cantt,,C,126,F-94067,closed,on schedule,pending,,225000,,,,possession_ready,noc_verified,sold,c91d10ca-ca41-4e01-bc46-24ed99678162,2026-07-17 19:13:48
533b3048-2e92-42e5-8190-ae3e86b32f0c,residential_plot,sale,Marla,19,Islamabad,F-10,F-10,,F,545,,,,,42900000,,27080000,46350000,paid,possession_ready,fard_checked,sold,13165b5a-d5b6-4433-bb65-7bc356fc69cf,2026-08-20 12:55:56
8bf504b7-0a22-4e72-bd0a-dd6fc9a039b1,residential_plot,rent,Marla,7,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,Phase 4,G,672,,,,pending,,230000,,,,constructed,fard_checked,available,b340ea37-a3de-4c22-abea-4171995e6348,2026-07-25 09:26:08
2ee8f586-5250-4b93-9b16-6ed32a4770fe,residential_plot,rent,Sq Yd,3706,Rawalpindi,Chaklala Scheme 3,Chaklala Scheme 3,Phase 5,,474,,,,pending,,20000,,,,file_only,not_verified,available,cd7c00e2-637a-4a9a-b644-ca0c2b11f661,2025-08-27 21:32:49
938c0cb6-b29d-4515-8a50-8425404ab0d3,commercial,sale,Sq Ft,1474,Rawalpindi,Chaklala Scheme 3,Chaklala Scheme 3,,,655,,,,,20950000,,11410000,20810000,paid,file_only,not_verified,available,215962e3-e3cd-4456-9359-1e2dcb3968c4,2025-12-08 11:25:16
5164cc12-614b-494a-8074-dc18bc35785c,file,sale,Sq Yd,1239,Karachi,Clifton,Clifton,Phase 4,H,666,F-23176,closed,completed,paid,30850000,,20250000,32150000,paid,possession_ready,registry_pending,available,,2025-08-28 15:13:33
942b41d3-651d-4d03-9df4-d8f265d203bc,residential_plot,rent,Marla,20,Islamabad,G-11,G-11,,H,684,,,,,,130000,,,pending,possession_ready,fard_checked,available,,2026-04-28 09:20:44
88956928-822a-4b05-876a-cad9b9f46223,house,sale,Sq Yd,3885,Lahore,Johar Town,Johar Town,Phase 7,,,,,,pending,55050000,,28270000,52790000,pending,possession_ready,not_verified,available,,2026-04-11 13:05:19
d0569e00-8538-4135-b276-a29496b094d0,residential_plot,rent,Sq Yd,3983,Peshawar,Hayatabad,Hayatabad,Phase 2,A,833,,,,,,185000,,,,under_development,not_verified,available,294d5dfe-8645-4cad-9bb6-99f3e0e0fb8d,2026-05-16 10:31:22
7c68ac7d-cec8-40ac-9311-c4041305e637,residential_plot,sale,Sq Yd,2110,Lahore,Gulberg,Gulberg,Phase 4,,181,,,,pending,27800000,,18430000,28450000,,under_development,transfer_complete,sold,,2026-08-10 16:56:08
acf70e3c-ba48-4a77-90a0-02fa4c44388b,residential_plot,sale,Sq Ft,970,Karachi,Clifton,Clifton,,B,429,,,,,17750000,,9510000,19200000,pending,file_only,noc_verified,available,7f0ef67e-5624-4cba-8573-34cee14bd2f5,2026-05-18 08:53:09
4e8cb300-b70b-4c74-8b14-2f969ed81dcc,residential_plot,sale,Marla,14,Lahore,Valencia Town,Valencia Town,Phase 4,A,302,,,,paid,5500000,,3810000,5750000,,under_development,fard_checked,available,9a817c2f-26eb-4491-8f19-02794f1aac6a,2025-09-26 15:39:29
9ecd4dcd-ecb6-4fc6-9cc3-9d3427259568,apartment,sale,Kanal,4,Islamabad,Bahria Town Islamabad,Bahria Town Islamabad,,,,,,,paid,29450000,,16450000,29200000,pending,possession_ready,not_verified,available,363fc2a8-af2b-462a-bd05-cf1858e2af80,2026-02-12 12:27:25
5e8c5e4a-3e9a-426a-82ad-8e9d8dd3f5ea,file,sale,Kanal,3,Rawalpindi,Chaklala Scheme 3,Chaklala Scheme 3,Phase 7,H,192,F-10498,open,delayed,pending,12350000,,6560000,13010000,pending,file_only,not_verified,sold,ca74bea4-e2a1-48dc-b377-c0ae07e7bf52,2026-01-03 10:29:02
7df42a89-3d4b-447e-8003-0aee185670c8,residential_plot,sale,Kanal,1,Karachi,DHA Karachi,DHA Karachi,,H,421,,,,,42900000,,32720000,44150000,pending,constructed,fard_checked,available,8303c920-c8f8-434f-b6ba-caffb334e899,2025-11-04 20:03:31
e83a932e-2253-4977-bd21-c1c1cd01f29f,residential_plot,sale,Sq Yd,2179,Lahore,Johar Town,Johar Town,Phase 3,B,655,,,,paid,47650000,,26760000,53210000,,possession_ready,fard_checked,available,699b8462-8cfc-4baf-805f-83bfbedd8683,2026-02-18 20:28:47
53444038-7135-4cb5-a2ec-ee52df8ab39a,agricultural,sale,Kanal,4,Karachi,North Nazimabad,North Nazimabad,,F,701,,,,paid,30150000,,21390000,32860000,,possession_ready,not_verified,available,,2026-01-27 13:05:44
a41861cb-f97f-4dca-a929-02f3141efdf7,residential_plot,sale,Marla,6,Lahore,Bahria Town Lahore,Bahria Town Lahore,,,738,,,,,21800000,,11440000,24500000,pending,possession_ready,not_verified,available,0f384f25-ba51-4210-971f-81ea25121aff,2026-07-15 13:28:35
60a8e59a-300d-4d93-a592-162daf4477ff,house,sale,Sq Yd,1511,Multan,Model Town Multan,Model Town Multan,Phase 8,,,,,,,19400000,,15420000,18770000,,under_development,noc_verified,token_taken,8bfc5cc1-0bdb-48ee-a673-239d3e50a324,2026-02-07 12:16:22
762c51ad-5430-46e7-9668-dfc44e90a54c,residential_plot,sale,Sq Yd,520,Islamabad,F-11,F-11,,C,713,,,,pending,49850000,,39620000,55630000,pending,under_development,not_verified,available,,2025-12-01 20:18:23
21e9ce0e-3e56-4185-9292-c667b62f2949,apartment,sale,Marla,6,Karachi,DHA Karachi,DHA Karachi,Phase 9,A,,,,,paid,28100000,,18920000,30830000,,under_development,registry_pending,available,,2025-12-08 19:22:02
e039909b-06ff-49b4-a0d6-ffcca1d574fb,apartment,rent,Kanal,3,Faisalabad,Jinnah Colony,Jinnah Colony,,,,,,,pending,,40000,,,pending,constructed,transfer_complete,available,cf6d928e-ced5-4277-930e-858ef2c8281e,2026-06-13 13:24:54
71669219-79c2-473e-9052-78aa89ad740d,residential_plot,sale,Sq Ft,3398,Lahore,Bahria Town Lahore,Bahria Town Lahore,,,227,,,,,22250000,,13070000,24060000,paid,possession_ready,registry_pending,rented,,2025-10-20 13:29:11
4504b6ff-06fe-4ded-bcf1-3556fde389c3,file,sale,Kanal,3,Lahore,Bahria Town Lahore,Bahria Town Lahore,,,110,F-11488,ballot,on schedule,pending,43250000,,23860000,44350000,paid,under_development,not_verified,sold,f85c3e37-f2ba-450f-a3f5-bbffb75fc6dd,2025-12-23 20:51:24
c89b9f64-1e1d-4500-b072-d8af7469e174,apartment,rent,Marla,15,Lahore,Askari 10,Askari 10,Phase 4,F,,,,,,,120000,,,paid,possession_ready,fard_checked,sold,c9900f0f-640e-4ba1-93ce-f9e2f5c1b534,2025-10-21 13:08:24
61445fda-972f-4c19-8487-80c5c99da2e1,file,sale,Sq Ft,3842,Gujranwala,Satellite Town,Satellite Town,Phase 3,E,142,F-33923,open,delayed,pending,35650000,,25910000,34750000,pending,under_development,fard_checked,available,0f84b6d6-2d04-48e7-9d04-2ee40a7f92ed,2026-05-17 18:34:07
66f730b4-a247-4464-af19-ba120f55c3fb,agricultural,sale,Marla,6,Lahore,DHA Lahore,DHA Lahore,Phase 2,B,658,,,,pending,47750000,,31600000,54490000,,under_development,registry_pending,available,6d42ec1c-3c97-4aa4-af73-e035b02d71f7,2026-07-03 09:47:08
d30f2485-24a0-4b4a-bf5e-accf7212c86a,agricultural,sale,Marla,15,Lahore,Johar Town,Johar Town,,D,579,,,,pending,52250000,,33480000,55390000,,under_development,not_verified,available,3f6d0d89-5260-4431-8c15-090c7f1b7589,2025-08-18 16:41:07
fd967333-3a14-44ac-ac8c-6f9a8e057a41,apartment,sale,Marla,7,Islamabad,F-10,F-10,Phase 2,A,,,,,,46900000,,33680000,52420000,pending,possession_ready,fard_checked,token_taken,2385e275-3684-4148-a74d-7819e3f7f708,2025-09-28 16:48:57
14dd036a-3b4d-4def-9f32-c7ce1c9f1add,residential_plot,rent,Marla,19,Faisalabad,Jinnah Colony,Jinnah Colony,Phase 6,B,115,,,,paid,,35000,,,pending,file_only,not_verified,sold,,2026-08-19 14:42:49
cf88aa91-e712-4d38-b556-557b36fe9a93,house,sale,Sq Yd,3541,Lahore,Model Town,Model Town,Phase 1,E,,,,,pending,16600000,,12500000,17220000,pending,file_only,not_verified,sold,421f4539-bf92-4c3d-a8be-b8fd852b5fdc,2026-06-18 15:48:47
a97ede91-fea2-4545-82cb-17297e10532e,apartment,sale,Marla,10,Karachi,Askari 5,Askari 5,,A,,,,,paid,42500000,,22420000,47020000,paid,file_only,noc_verified,token_taken,,2026-03-02 11:22:30
750a1e5f-0d2d-4b81-89fd-2be22628fd28,residential_plot,rent,Sq Yd,2639,Sialkot,Cantt,Cantt,Phase 3,G,873,,,,,,175000,,,paid,possession_ready,noc_verified,available,d2977fc2-7a79-4b0d-a5de-287abc554ab6,2025-08-07 20:20:28
f00dee93-7ef8-43f8-8db0-0985fe2560e1,residential_plot,sale,Kanal,3,Karachi,Gulshan-e-Iqbal,Gulshan-e-Iqbal,Phase 3,,527,,,,pending,5100000,,3570000,5020000,,constructed,transfer_complete,rented,481a75d6-34a3-43f5-8107-57004b55fd3a,2026-01-08 08:33:33
